,model,Ratio,Replace,dataset,Accuracy,F1 Prefix,F1 random,Recall Prefix,Recall random,Precision Prefix,Precision random,Train Loss 0,Train Loss 1,Train Loss 2,Train Loss 3,Train Loss 4,Train Loss 5,Train Loss 6,Train Loss 7,Train Loss 8,Train Loss 9,Train Loss 10,Train Loss 11,Train Loss 12,Train Loss 13,Train Loss 14,Val Loss 0,Val Loss 1,Val Loss 2,Val Loss 3,Val Loss 4,Val Loss 5,Val Loss 6,Val Loss 7,Val Loss 8,Val Loss 9,Val Loss 10,Val Loss 11,Val Loss 12,Val Loss 13,Val Loss 14,test Accuracy 0,test Accuracy 1,test Accuracy 2,test Accuracy 3,test Accuracy 4,test Accuracy 5,test Accuracy 6,test Accuracy 7,test Accuracy 8,test Accuracy 9,test Accuracy 10,test Accuracy 11,test Accuracy 12,test Accuracy 13,test Accuracy 14,train Accuracy 0,train Accuracy 1,train Accuracy 2,train Accuracy 3,train Accuracy 4,train Accuracy 5,train Accuracy 6,train Accuracy 7,train Accuracy 8,train Accuracy 9,train Accuracy 10,train Accuracy 11,train Accuracy 12,train Accuracy 13,train Accuracy 14
21,euclidean,0.5,0.3,50,0.9032,0.9026951208002383,0.9035764004409076,0.9040013895910535,0.9041474802585593,0.9023875577973939,0.9040066088393226,0.6369266354000127,0.47735718742344113,0.40888846943334295,0.3738766068901729,0.34880280056595797,0.32959811371413095,0.3125061136053668,0.2965406112482564,0.2818492536659318,0.2685472930787062,0.25678940352700924,0.24643850021236746,0.2383938765901106,0.2316053766292623,0.2258530070196009,0.5382995752394198,0.43718037088712053,0.3962074871212244,0.3662310112044215,0.34424338252097364,0.3268938430969914,0.30808405166119335,0.29861042690277095,0.2835152851877113,0.26695395370448627,0.25426280885996916,0.24728563649393615,0.24033298987895246,0.2328923585110654,0.22684129635492958,0.7394178240740741,0.7998703703703705,0.8227627314814815,0.8388356481481481,0.8511574074074074,0.8599155092592593,0.8695127314814814,0.8744502314814814,0.8816296296296297,0.8893923611111112,0.8950486111111111,0.8990405092592593,0.9016157407407408,0.9053252314814814,0.9078229166666667,0.7331333333333333,0.7944666666666667,0.8173875,0.8326791666666666,0.8454041666666666,0.8533208333333333,0.8643,0.869225,0.8767875,0.8845333333333334,0.8902375,0.8947,0.8972666666666667,0.9012083333333333,0.9032041666666667
22,euclidean,0.5,0.5,50,0.8099333333333333,0.8103068494079939,0.8092177379825239,0.8191914710761854,0.8039354006332788,0.8035681911825299,0.8166034555415087,0.6845574656802195,0.6154669743908776,0.5701646740734577,0.5447913582297387,0.5271425426657553,0.512713365164068,0.4991056486031524,0.4859585751858022,0.47409393272521316,0.4621935453856433,0.4515880136467792,0.4406004828854843,0.4310548746737617,0.4230666960919345,0.4150148541905262,0.64863261338075,0.5905839962263902,0.5553853921393553,0.5347519216537475,0.5175326185623805,0.5073749944766363,0.4918549739768107,0.4814904299477736,0.4704120365381241,0.46038389966388543,0.4476689914315939,0.4373836338073015,0.430930177996556,0.4221611312627792,0.41168419612447416,0.6219918981481481,0.6868101851851852,0.7171261574074074,0.7322881944444445,0.7440983796296297,0.7529108796296297,0.7636967592592593,0.7715057870370371,0.7777951388888888,0.7845393518518519,0.7924097222222223,0.798931712962963,0.8029351851851853,0.8076435185185186,0.8133622685185186,0.6185208333333333,0.6815874999999999,0.7124583333333334,0.7265375,0.739775,0.7468083333333334,0.7586625,0.7657624999999999,0.7729083333333333,0.7796625,0.7885916666666667,0.7953875,0.7987875,0.8039083333333333,0.8100124999999999
23,euclidean,0.5,0.7,50,0.6475000000000001,0.6322193209565541,0.6557859875678499,0.6571429769612224,0.6481540099171093,0.6197898276586801,0.6746468401486988,0.700468842610165,0.6823914051983092,0.6697290077937974,0.6589546939763758,0.650969564669662,0.6442683714374348,0.6391748533061257,0.6350026606740775,0.6311529681737776,0.6277572481201755,0.6243962243431144,0.6210932913433622,0.6180082659787602,0.6147932676396989,0.6118495692522437,0.689470548470815,0.6790845528642336,0.670276425242424,0.6621828775207201,0.6558507534066836,0.6513974539836248,0.6470053294996421,0.646121247669061,0.6414500455856323,0.6388173544605572,0.6338088109791279,0.6326701746781667,0.6308703322410583,0.6264337247014046,0.626101848522822,0.5380081018518518,0.5741956018518518,0.5971944444444444,0.6133368055555555,0.6249097222222222,0.6314479166666668,0.6383645833333333,0.6410671296296296,0.6468587962962963,0.650238425925926,0.6557268518518519,0.6580104166666667,0.660425925925926,0.6652314814814815,0.6651018518518518,0.5311541666666667,0.5641291666666667,0.5866541666666667,0.6006458333333333,0.611525,0.617475,0.6224166666666666,0.6252791666666667,0.6305833333333334,0.6328291666666667,0.6396499999999999,0.6404041666666667,0.642825,0.6473625,0.6474583333333332
24,hyperbolic,0.25,0.1,10,0.9896999999999999,0.9929519298766433,0.9797600412776478,0.9994908042081935,0.9619216569621529,0.9865284974093264,0.9984961163444058,0.4849203831111943,0.11455685444595289,0.056781908153633855,0.05022511472289782,0.04642901612919992,0.04716128074234676,0.04617690504509606,0.046452252590656884,0.045801028542276606,0.04520892031639767,0.04647621556166263,0.04420868489931223,0.04625883665605911,0.0459573638626154,0.04429953071344219,0.23090282360029715,0.05429026698903176,0.04438852181984108,0.037455796076954914,0.04091055015233961,0.03587234935079075,0.033620978250789094,0.03599090717457386,0.035858215211269716,0.03345407775137568,0.03435435442219018,0.03622532372114555,0.040998953468893845,0.035166604474380886,0.03547362484600545,0.9002719907407407,0.9848530092592592,0.9863171296296296,0.9892222222222222,0.9874328703703703,0.9895115740740741,0.9905034722222222,0.9892777777777778,0.989537037037037,0.9900115740740741,0.9898275462962963,0.9894398148148149,0.9876331018518518,0.9895706018518519,0.9895497685185185,0.8980875,0.9845958333333333,0.9862083333333334,0.9894833333333334,0.987375,0.9896041666666666,0.9904458333333334,0.989175,0.9897166666666667,0.9899333333333333,0.9897083333333333,0.9892833333333333,0.9880166666666667,0.9897625,0.9895458333333333
25,hyperbolic,0.25,0.3,10,0.9904666666666666,0.9934661915072832,0.9815200527643916,0.9996065803620514,0.9647779648427428,0.9874040454978429,0.9988785958069234,0.4914517163829533,0.13828566222235178,0.061138912725380856,0.05001490860214642,0.04456259034686131,0.046063763544895796,0.0429269790716417,0.04375826255038282,0.04386184048552398,0.04229328765957266,0.04203893440454565,0.043337625637103944,0.04516488307383321,0.042688106566755896,0.0406005092847044,0.2683937920766572,0.08172230184629245,0.056007733952836085,0.04977161532361055,0.048501236910485454,0.045276446049955316,0.047742665911752996,0.047043676154649154,0.0533787504083787,0.05023542358842674,0.04780441292681883,0.05452673153439532,0.046042513883653206,0.04231583552663987,0.0425220779877854,0.8851701388888888,0.974556712962963,0.9867337962962963,0.988568287037037,0.9888877314814815,0.9904212962962963,0.9893680555555555,0.9897430555555555,0.9876643518518518,0.9882222222222221,0.9886689814814814,0.9872731481481481,0.9900462962962963,0.9914710648148148,0.9913715277777778,0.8828208333333334,0.9739,0.9858875,0.9876333333333334,0.9880416666666666,0.9896375000000001,0.9888083333333333,0.9889,0.9868333333333333,0.9873666666666667,0.988,0.9864666666666667,0.9891375,0.9906,0.9903458333333333
26,hyperbolic,0.25,0.5,10,0.8124333333333333,0.8763520626250842,0.6007336467054618,0.8702639382523061,0.6407499138802137,0.8864419975531086,0.5914589564639415,0.5683370737074702,0.5427172748551324,0.5117723492549525,0.48808558174415867,0.47259783503965097,0.45624000663834585,0.43621588923313,0.4157595727981792,0.39652479969737703,0.38118026103851965,0.3681217774265894,0.3578620554628195,0.34941160456449893,0.34120532056496095,0.33599339614394635,0.5440301689902942,0.5159967531263828,0.48969965118666486,0.46952918392916515,0.4531398060073455,0.4362745025555293,0.4152698472589254,0.39948687541981537,0.3792440238445997,0.36110736055423814,0.3529711813280979,0.34298559411118423,0.33240117209404707,0.3340572431931893,0.32543781283994516,0.7517824074074074,0.752849537037037,0.762380787037037,0.7709467592592593,0.7769224537037036,0.7795462962962962,0.78528125,0.7895405092592592,0.7948900462962963,0.8055648148148148,0.8072476851851852,0.8072118055555556,0.8123194444444445,0.8149085648148148,0.8157002314814814,0.7492249999999999,0.7498458333333333,0.7603791666666666,0.7693541666666667,0.7760458333333333,0.7784333333333334,0.7845833333333334,0.7881791666666668,0.7925666666666668,0.8027541666666667,0.8055833333333333,0.8038875,0.8085458333333333,0.8106875,0.812475
27,hyperbolic,0.25,0.7,10,0.8141666666666667,0.8763011209864691,0.6126546041349504,0.8792506615001644,0.6374726436336607,0.8785172798216276,0.6234818481848184,0.5715546319153574,0.5437132040885864,0.5114128868469485,0.4874367365069963,0.4714143345317355,0.46022589377396633,0.4483046686952864,0.4328957043141127,0.41861822816039673,0.40343954852885666,0.3895370933347278,0.376295820016,0.36473820482773905,0.35513413225417884,0.34793909360413194,0.5620327069461345,0.5305181633234024,0.4985888437827428,0.47957651810844737,0.4661316957821448,0.45316585842271645,0.4431695985098679,0.4285771862665812,0.41071901515126225,0.3982970083852609,0.39031952876845993,0.377727734029293,0.3683088020135959,0.35143375005821387,0.3526290735254685,0.750412037037037,0.7524618055555555,0.7614884259259259,0.7687094907407407,0.7745787037037036,0.7781331018518518,0.7796041666666667,0.7854606481481482,0.7915601851851852,0.7975185185185185,0.7992638888888889,0.8044780092592593,0.8039247685185185,0.8163888888888889,0.8179861111111111,0.7474916666666668,0.7494625,0.7598541666666667,0.7659583333333334,0.7726458333333334,0.7753541666666667,0.7771833333333333,0.7822916666666667,0.7884416666666667,0.7939375,0.7956625,0.8002791666666667,0.7996791666666667,0.81185,0.8141208333333334
28,hyperbolic,0.5,0.1,10,0.9880333333333333,0.9882882285890713,0.9880301210275328,0.9983208256674682,0.9781860655483128,0.9786362163913185,0.998257809818057,0.5632755676861853,0.12141116627909808,0.0524730931450871,0.04395774493182366,0.04285829401044687,0.0396127088750643,0.04276922557518503,0.038101239896161626,0.038120696682137974,0.04230994633359493,0.0396053825687332,0.03728858717413683,0.04023384641291982,0.03998805442072136,0.042733306058863545,0.2531255681402981,0.06364863308480316,0.05866324469272509,0.047867978621196586,0.04932878901491248,0.05180620831522776,0.04670755676692348,0.040766944603839235,0.04007178809703324,0.04820195669886496,0.0530061384211682,0.057338717263221005,0.053222077477257664,0.03916802019051582,0.055504130511078935,0.9034664351851852,0.9861666666666667,0.9875810185185185,0.9911041666666667,0.990644675925926,0.9901863425925925,0.9917337962962963,0.9931643518518519,0.9934745370370371,0.991011574074074,0.9897141203703704,0.9896157407407408,0.9900787037037038,0.9933263888888889,0.9881493055555556,0.9023,0.9858416666666667,0.9874375,0.9912124999999999,0.9906,0.9901833333333333,0.9918291666666667,0.9932708333333333,0.9936916666666666,0.9911583333333333,0.9900208333333332,0.9897583333333333,0.9902333333333334,0.9936,0.9881624999999999
29,hyperbolic,0.5,0.3,10,0.9917333333333332,0.9916564815038431,0.9920328552556551,0.9994458630421694,0.9848075566249325,0.9840909090909091,0.9994554455445546,0.5249295327819332,0.09445643527873925,0.053794894819376354,0.04866004524179471,0.04491808407404456,0.04112591286141343,0.04256793683175321,0.04069373664858367,0.03978694308717748,0.04319995247675274,0.03988107287667307,0.04167925325853324,0.042540239384471115,0.04403928278379474,0.03877290898399785,0.18520027238503095,0.06190809774942071,0.06233143917525493,0.050503011638880664,0.050271342862125756,0.03880591249326239,0.04148912231895758,0.04461489229726911,0.03609134017330746,0.03493030880271297,0.03536330966224579,0.04483182554719189,0.04136804952771243,0.039628764544497194,0.03895974551001559,0.9403159722222223,0.9841145833333333,0.9848645833333334,0.9877719907407407,0.9881412037037037,0.9918969907407408,0.9906296296296296,0.9905729166666667,0.9923090277777777,0.992554398148148,0.992082175925926,0.9901863425925925,0.9878171296296295,0.991587962962963,0.9910509259259259,0.9440083333333333,0.9856499999999999,0.9861541666666667,0.9891249999999999,0.9891333333333333,0.9927125,0.9914166666666666,0.9914958333333334,0.9929875,0.9932125,0.9926291666666667,0.9913624999999999,0.9881916666666667,0.9923875,0.99185
30,hyperbolic,0.5,0.5,10,0.8814,0.8711365824114027,0.8899036495186131,0.9566477775415513,0.8294596338838043,0.8012936070772826,0.9612248294225328,0.6980443396568299,0.6646867137142906,0.6174931126700507,0.5640913520433285,0.5272903722728844,0.49162201489177015,0.454168993352188,0.4239917286441282,0.39835965719487926,0.37966145682086544,0.36479969671920487,0.35162872776665066,0.34474297118048974,0.34239782935022206,0.3368767170105819,0.6830518029133479,0.6412364500264327,0.5851120007137458,0.536965049813191,0.49929924309750395,0.46703197936465346,0.42692247381806375,0.4045534319356084,0.38160101303954913,0.36986406408498684,0.35953360433379805,0.353283669312795,0.34945279591033857,0.33118200370917716,0.33364286268254123,0.5537037037037037,0.6301377314814814,0.6789710648148148,0.7131273148148147,0.7480370370370371,0.7730034722222222,0.8110069444444445,0.8235949074074075,0.846875,0.8600439814814815,0.864537037037037,0.8649606481481482,0.8709652777777778,0.8796527777777778,0.8781898148148148,0.55135,0.6324041666666667,0.6824458333333333,0.7160083333333334,0.7513291666666666,0.7756041666666668,0.8144666666666667,0.8252916666666666,0.8492916666666667,0.8639916666666667,0.8670416666666667,0.8682125,0.8735875,0.8819083333333334,0.8813791666666667
31,hyperbolic,0.5,0.7,10,0.8764333333333333,0.8637922165230321,0.8863211807207929,0.9561310770467805,0.8264069152522951,0.7915632125665062,0.9591496011185131,0.6986807900843797,0.664375505844752,0.617331111845043,0.5812185721601602,0.5510521056734853,0.5172302208818771,0.4725520405093277,0.4367387010744876,0.4075073012706858,0.3908135979258352,0.37660247763329074,0.366289034637588,0.3529243591858281,0.3448381573883471,0.3378454331984674,0.6841227052410443,0.6418963592449825,0.5907735389719407,0.5607782613436381,0.5270497032105923,0.4863925441404184,0.4489714783728123,0.41078600320716696,0.4009738033115864,0.37953522356102865,0.3585617253134648,0.35987352425605057,0.3366304307530324,0.3220797195682923,0.333205197378993,0.5514467592592592,0.6249039351851853,0.6749386574074074,0.6983842592592592,0.7267141203703704,0.7636493055555555,0.7896342592592592,0.8193969907407407,0.8308761574074074,0.8435543981481481,0.8597094907407408,0.8563206018518519,0.8758275462962963,0.8858715277777777,0.8765150462962963,0.5448500000000001,0.6208375,0.6692125,0.6945125,0.7235291666666667,0.7623624999999999,0.7861499999999999,0.8167333333333333,0.8292333333333333,0.842725,0.8588416666666666,0.855625,0.8754708333333333,0.8861291666666666,0.8764666666666667
32,hyperbolic,0.25,0.1,30,0.9990666666666667,0.9992361722652742,0.9977730094947876,0.9999553471757089,0.9956993182807871,0.9985196357745377,0.9998688309558944,0.3943387404798219,0.039694847114392744,0.014294750499273316,0.010238424691528403,0.008829620422921477,0.008175335450651917,0.007655441378733677,0.00695976142884664,0.006983126386464303,0.0071515214633022664,0.005803585620398623,0.005822742272096667,0.006235627505121937,0.004979705829229874,0.005910273470911494,0.09263666360840819,0.017770532677638846,0.011154264575326379,0.012350127447605047,0.010248765421575283,0.008217725051503857,0.005468715146702933,0.013841362377240577,0.004723635366191303,0.00803492253604534,0.00499077635204104,0.00655250119264621,0.00698833645043967,0.0042499496392750065,0.005185447040348617,0.9693784722222223,0.9956944444444444,0.9972766203703703,0.9963969907407407,0.9972592592592593,0.997800925925926,0.998806712962963,0.9956469907407407,0.9988483796296296,0.9979189814814815,0.9989756944444445,0.9981493055555556,0.9983009259259259,0.9991550925925926,0.9988460648148149,0.9686374999999999,0.9954458333333334,0.9968791666666666,0.9963,0.997025,0.9977791666666668,0.9987166666666667,0.9955625,0.9988125,0.9980291666666667,0.9989416666666667,0.9980583333333333,0.9983458333333334,0.9991416666666667,0.9988625
33,hyperbolic,0.25,0.3,30,0.9726,0.9818008340772519,0.9450936990635307,0.9829912929297706,0.9433136938684028,0.9807662452872034,0.9481891348088531,0.5076432701120221,0.2800405901153054,0.20591371647758336,0.17264177996894617,0.15025848202624664,0.13383875859023447,0.12135365842695828,0.11126175309005362,0.10216978220689037,0.09408767530813603,0.08703933253771776,0.08177807955902187,0.07708708613182638,0.07357309732503789,0.06861504514265535,0.36060497714579104,0.23137010550002254,0.19178419200455146,0.16554266632565603,0.1455169913883631,0.1361684108412203,0.11688645584159525,0.10729092191594337,0.10054084646065405,0.09369208672875534,0.08772074849127477,0.07969646216300312,0.08170951040554787,0.07305587347814188,0.07119389673306913,0.8399236111111111,0.9054641203703704,0.9212650462962964,0.931869212962963,0.9411990740740741,0.9449108796296296,0.9540486111111111,0.9584699074074073,0.9616064814814815,0.9650312499999999,0.9674467592592593,0.9706747685185185,0.9704814814814815,0.9743402777777778,0.9755914351851852,0.8370208333333333,0.9016166666666667,0.9168791666666666,0.9277041666666667,0.9371625,0.9406083333333334,0.9496666666666667,0.9538666666666666,0.9573833333333333,0.9612125,0.9642333333333333,0.9674625,0.9672708333333334,0.9720166666666666,0.9726708333333334
34,hyperbolic,0.25,0.5,30,0.8582666666666667,0.9083835239864055,0.6845105571441777,0.8812402726733979,0.7735473922287979,0.937955392402247,0.6200132868294302,0.5604412076219365,0.5177516695255483,0.4794135990242163,0.45437410423766683,0.43447973625141156,0.4167164473627452,0.40063011861564934,0.38620404291566873,0.372688110012699,0.3597144417406784,0.3472177751621714,0.3375733754129873,0.32878587614082627,0.32167528272999657,0.3150313276329802,0.5439968552688758,0.49916904586056865,0.4710706078211466,0.45063886628051597,0.4303716402401526,0.4159872726425528,0.4026650086417794,0.38664517364402606,0.37839105302840464,0.35854722157369057,0.3486490189234415,0.34039064972847694,0.3346770474587878,0.3251756670897205,0.32300607508917645,0.7532407407407408,0.768613425925926,0.7847083333333333,0.7965543981481481,0.806625,0.8137210648148148,0.8205416666666667,0.8285509259259259,0.8324884259259259,0.8428518518518519,0.8479502314814815,0.8526030092592592,0.8556655092592592,0.8612685185185185,0.8622106481481481,0.7492,0.7631374999999999,0.7800166666666667,0.7922208333333334,0.803225,0.8104708333333334,0.8164791666666668,0.82495,0.8288208333333333,0.8393458333333333,0.8436875,0.8483833333333333,0.8520666666666667,0.8570666666666666,0.8581916666666667
35,hyperbolic,0.25,0.7,30,0.7778333333333334,0.8651375281695429,0.36095699221542626,0.7982383376753432,0.6177617365876293,0.945205328027414,0.2652615540883697,0.5735878245742233,0.5554938145423377,0.54421278168537,0.5330430688747653,0.5236723019850474,0.5156787289805986,0.5091357473444056,0.5033169735487965,0.49767707840601605,0.49243795095052983,0.48776048238354697,0.4829096431114055,0.4781216108975587,0.47345174545325613,0.4689534292601876,0.5616225911180178,0.5531548880835374,0.5423923085729281,0.5347704080541928,0.526436220874389,0.5204340285609166,0.5150790279656648,0.5095814568648735,0.5048510196308295,0.5026000958482425,0.49426940494775773,0.48932793637613453,0.4854554090599219,0.48282930487891035,0.47687999417384463,0.7503148148148148,0.7503518518518518,0.7511226851851852,0.7531516203703704,0.7569085648148148,0.7599710648148148,0.7623668981481482,0.7656793981481481,0.767525462962963,0.7687418981481482,0.7724409722222222,0.7749525462962963,0.7770706018518518,0.7774027777777778,0.7805949074074073,0.7538625,0.7537708333333334,0.7544041666666667,0.7552625000000001,0.758675,0.7605333333333333,0.7627875,0.7654791666666667,0.7668416666666666,0.767825,0.7707625,0.7729750000000001,0.774925,0.7757000000000001,0.7778541666666666
36,hyperbolic,0.5,0.1,30,0.9989666666666667,0.9987559649386923,0.9987355226590366,0.9998273561611529,0.9976544113468009,0.9976909120897246,0.9998231430015159,0.40552146846463866,0.026377499479700164,0.012292517988147546,0.01029211562850477,0.00842887711710953,0.008789528911478366,0.007492115835705511,0.007297372068718239,0.00666649709768585,0.006969716012787186,0.0058525437827882335,0.00588749450745101,0.005521796689970216,0.005783046573771254,0.005504508692814799,0.058758181239245415,0.018972684711237232,0.023434361375305593,0.011043675904821878,0.009110435014192822,0.010143958451366971,0.006905871379858533,0.011349445185206855,0.009460809274993704,0.005359068368968971,0.0119353076668873,0.013192756536712555,0.009683225501469333,0.009687738921454444,0.006730100532882063,0.9851342592592593,0.9968576388888889,0.9930555555555556,0.998175925925926,0.9985752314814814,0.9985729166666667,0.9992465277777778,0.9981319444444445,0.9984594907407407,0.9992650462962963,0.9979675925925926,0.9978067129629629,0.9984513888888888,0.9982627314814815,0.9990868055555555,0.9840416666666666,0.9962541666666667,0.992675,0.9976208333333333,0.9981083333333333,0.9981833333333333,0.9988041666666666,0.9975458333333334,0.9980333333333333,0.9989041666666666,0.9974541666666668,0.9973500000000001,0.9981541666666668,0.9978583333333333,0.9987458333333333
37,hyperbolic,0.5,0.3,30,0.9746,0.9748184439387592,0.9743460957012405,0.9810942677761798,0.9697354335651873,0.9693704901716844,0.9799045465963325,0.5670321578143371,0.29410177505582014,0.220487076430409,0.18063472695876323,0.1555839412158562,0.13786945775271978,0.12446207343555844,0.11332925012879311,0.10410959428729898,0.09759193486938492,0.09032052951005146,0.0840526687071391,0.08003443795684463,0.07524287085623597,0.0710754336028023,0.36403635403513906,0.25523093728100255,0.2051938326967259,0.17101409498974676,0.15207685920409855,0.1415677296550323,0.12698225385804346,0.11286431983175373,0.11280345476488579,0.09725885452834575,0.09314197905726415,0.08285762983925324,0.08532955814079222,0.07414221806502122,0.07505612199264573,0.8443981481481482,0.8951018518518519,0.9182152777777778,0.934613425925926,0.944380787037037,0.9487199074074073,0.9542222222222222,0.9612812500000001,0.9612812500000001,0.9677581018518518,0.9695729166666667,0.973869212962963,0.9728680555555556,0.9769212962962963,0.9769756944444444,0.8414750000000001,0.8917,0.9150666666666666,0.93165,0.9411416666666667,0.9458708333333333,0.9511166666666667,0.9584291666666667,0.9584041666666666,0.964525,0.9662541666666667,0.9710666666666667,0.9701333333333333,0.9738375,0.9746125
38,hyperbolic,0.5,0.5,30,0.8394999999999999,0.8393995036010149,0.8393396334138797,0.8427372723483847,0.8385709447545869,0.8375383594592354,0.8414971112785732,0.6890119894080692,0.6251985074579716,0.5749200891587469,0.5420661560418429,0.5145285440948275,0.4887352787532188,0.46502205384163947,0.4440694591852801,0.42443800612207916,0.4092823294724027,0.3987248842048424,0.39040205708311665,0.38322686692934343,0.37778260367998373,0.3727819970661291,0.6574255453745524,0.5925898962616921,0.5507392128209273,0.5214986360669136,0.49638297594090297,0.47073590798676007,0.44821598429977894,0.4278523329397042,0.41098618117471536,0.3974753784611821,0.38647927790383496,0.3779481478134791,0.37568606184422965,0.3694172450105349,0.3609248196110129,0.6052233796296296,0.6817627314814815,0.7172233796296297,0.738724537037037,0.7556909722222223,0.7713865740740741,0.7852268518518518,0.7969930555555556,0.8071585648148148,0.8158611111111111,0.8222407407407407,0.8272638888888888,0.8289918981481481,0.8325370370370371,0.8381296296296296,0.6016833333333333,0.67825,0.7139916666666667,0.7356125,0.7528208333333333,0.7693958333333334,0.7842125000000001,0.7969541666666667,0.8080791666666667,0.8176125,0.8238749999999999,0.8291000000000001,0.8305,0.8335583333333333,0.8395083333333333
39,hyperbolic,0.5,0.7,30,0.7026,0.6969950182152931,0.7059227986837784,0.6990831430967127,0.7107766431859563,0.6994836634501439,0.7055391432791729,0.701004180351893,0.6810976654489835,0.6636376269503876,0.6493459697641709,0.6384305946815896,0.6288059363508666,0.6192542904063508,0.6098298477309722,0.6012871477427306,0.5934584517202995,0.5856977347477719,0.5781024340523614,0.5704985486578058,0.5640126098913175,0.5584175166266936,0.6894595079024632,0.6774763742884,0.6639045920173328,0.6555384682218234,0.6461975986361504,0.6375351058046023,0.6283879447281361,0.6223481415510178,0.6119392164250215,0.6055697404742241,0.5939993782142798,0.5888342937131722,0.5818844782809417,0.575136180828015,0.5688144584099452,0.5386168981481482,0.5820578703703704,0.6133240740740741,0.6291238425925926,0.6428877314814815,0.6519953703703704,0.6635474537037037,0.6699722222222222,0.6801099537037038,0.6862581018518519,0.6949988425925926,0.7000694444444445,0.7048101851851851,0.7108726851851852,0.715488425925926,0.5322208333333334,0.5711916666666668,0.6013125,0.6155458333333333,0.6274291666666667,0.6358458333333333,0.6468583333333334,0.6553416666666667,0.6650541666666666,0.6722,0.6805458333333333,0.6846958333333333,0.6912083333333333,0.6972333333333334,0.7025583333333334
40,hyperbolic,0.25,0.1,50,0.9807333333333333,0.9870939082393325,0.9614700394742272,0.986089920963735,0.9650784977558149,0.9881628787878788,0.9584160052910052,0.44160097284145927,0.18214636619433894,0.12938261977888432,0.1050571221786344,0.09055125858418692,0.07998709043217991,0.07269070501271115,0.06621971676556207,0.060635643725466655,0.056553138417066724,0.05278612800250989,0.04905189712967663,0.04650783903879233,0.044350177190985475,0.0421422028101396,0.23048267622105775,0.14356077772378917,0.11268164479123269,0.09556112112201902,0.08915098748030137,0.07868752212612885,0.06891627166843192,0.06644147966026014,0.06211620172237352,0.05651194582031647,0.051869392363063475,0.04654492101172214,0.04746579174641128,0.045791902664292096,0.041978631437930694,0.904574074074074,0.9431527777777777,0.9556666666666668,0.9624305555555555,0.966230324074074,0.9704548611111111,0.9748958333333333,0.9757662037037037,0.977900462962963,0.9796203703703703,0.9818113425925926,0.9843622685185185,0.9839143518518518,0.98415625,0.9858900462962963,0.9014333333333333,0.9384708333333334,0.9508,0.9573583333333333,0.9612583333333333,0.9653708333333333,0.9692791666666667,0.9700791666666666,0.9724625,0.9741583333333333,0.9762041666666667,0.9790208333333333,0.9783958333333334,0.9790416666666667,0.9806666666666666
41,hyperbolic,0.25,0.3,50,0.9365333333333333,0.9580026925241919,0.8684470757375348,0.9529500678316236,0.8869975835960869,0.9635078969243558,0.8541729638958858,0.5273749842141514,0.38298851921078225,0.31707672121306807,0.28517053130862335,0.2624908988975264,0.243993010515899,0.22877110161742673,0.21495377281804876,0.20184661698658704,0.19082319383574992,0.18061844161832358,0.17148559384843054,0.16339718389107533,0.15632911312935388,0.15024572620021726,0.4559077292978763,0.35519593541572486,0.31817346475273367,0.28916225614150365,0.27452652924073234,0.25453002641474204,0.2446910806788752,0.2264721346820394,0.21779769778624172,0.20619337408182517,0.1890646015234912,0.18038015830547854,0.17267685240445033,0.16588502030695473,0.15767381873633707,0.7946342592592593,0.8516921296296296,0.8716400462962962,0.8869606481481481,0.8943078703703704,0.9032974537037037,0.9076597222222222,0.9152777777777777,0.9186701388888889,0.9231689814814815,0.9300810185185184,0.9334016203703703,0.9369907407407407,0.9395393518518519,0.9432256944444445,0.7907,0.8467,0.8647083333333333,0.87905,0.8863208333333332,0.8959291666666667,0.9002916666666666,0.9070333333333332,0.9109875,0.9166500000000001,0.9231541666666666,0.9265416666666667,0.9297208333333333,0.9323625,0.9363791666666667
42,hyperbolic,0.25,0.5,50,0.8602000000000001,0.9104953308379087,0.6792574736163741,0.8814108450420567,0.775127723130103,0.9421326254078867,0.6099510052373712,0.563286254911511,0.5110630826839694,0.470523871930661,0.4466796383934992,0.4300176388397813,0.4168969665506372,0.40532139753522695,0.39402215253920464,0.3838027440825546,0.372951047418846,0.36246054445096737,0.3513357797058092,0.34037556567719135,0.33110970951671953,0.32313205095201175,0.5410673030018807,0.490290803382794,0.4618945817649364,0.4428228403230508,0.42982100106279053,0.4200586234927177,0.4116042775660753,0.4005055973281463,0.38639556414385634,0.3765379080250859,0.3691385485952099,0.36074908581127724,0.3504963044176499,0.3363312513915201,0.3275137946245571,0.7506921296296297,0.7718125,0.7882164351851852,0.8005729166666666,0.8079560185185186,0.8137916666666667,0.8190879629629629,0.8255983796296297,0.8338125000000001,0.8386377314814815,0.8426435185185185,0.8474189814814815,0.8527418981481482,0.8596307870370371,0.8639745370370371,0.7540416666666666,0.7727375,0.7892208333333334,0.7991833333333334,0.8071666666666667,0.8121541666666666,0.8171833333333333,0.8228916666666667,0.8300875,0.8350333333333334,0.8396916666666667,0.8436791666666666,0.8491541666666667,0.8557583333333334,0.8602083333333332
