PoincareBall,ganea,0.54,0.1,10
PoincareBall,ganea,0.53,0.1,10
PoincareBall,ganea,0.605,0.1,10
PoincareBall,ganea,0.615,0.1,10
PoincareBall,ganea,0.57,0.1,10
PoincareBall,ganea,0.535,0.1,10
PoincareBall,ganea,0.54,0.1,10
PoincareBall,ganea,0.585,0.1,10
PoincareBall,ganea,0.625,0.1,10
PoincareBall,ganea,0.6,0.1,10
PoincareBall,ganea,0.535,0.1,10
PoincareBall,ganea,0.665,0.1,10
PoincareBall,ganea,0.52,0.1,10
PoincareBall,ganea,0.59,0.1,10
PoincareBall,ganea,0.6,0.1,10
PoincareBall,ganea,0.56,0.1,10
PoincareBall,ganea,0.56,0.1,10
PoincareBall,ganea,0.635,0.1,10
