PoincareBall,ganea,0.674,0.1,10
PoincareBall,ganea,0.8,0.1,10
PoincareBall,ganea,0.96,0.1,10
PoincareBall,ganea,0.874,0.1,10
PoincareBall,ganea,0.866,0.1,10
PoincareBall,ganea,0.82,0.1,10
PoincareBall,ganea,0.597,0.1,10
PoincareBall,ganea,0.757,0.1,10
PoincareBall,ganea,0.697,0.1,10
PoincareBall,ganea,0.814,0.1,10
PoincareBall,ganea,0.851,0.1,10
PoincareBall,ganea,0.871,0.1,10
PoincareBall,ganea,0.66,0.1,10
PoincareBall,ganea,0.809,0.1,10
PoincareBall,ganea,0.9,0.1,10
PoincareBall,ganea,0.871,0.1,10
PoincareBall,ganea,0.834,0.1,10
PoincareBall,ganea,0.903,0.1,10
PoincareBall,ganea,0.849,0.1,10
PoincareBall,ganea,0.88,0.1,10
PoincareBall,ganea,0.8,0.1,10
PoincareBall,ganea,0.949,0.1,10
PoincareBall,ganea,0.957,0.1,10
PoincareBall,ganea,0.934,0.1,10
PoincareBall,ganea,0.649,0.1,10
PoincareBall,ganea,0.951,0.1,10
PoincareBall,ganea,0.894,0.1,10
PoincareBall,ganea,0.731,0.1,10
PoincareBall,ganea,0.84,0.1,10
PoincareBall,ganea,0.846,0.1,10
PoincareBall,ganea,0.586,0.1,10
PoincareBall,ganea,0.634,0.1,10
PoincareBall,ganea,0.68,0.1,10
PoincareBall,ganea,0.866,0.1,10
PoincareBall,ganea,0.791,0.1,10
PoincareBall,ganea,0.583,0.1,10
PoincareBall,ganea,0.874,0.1,10
PoincareBall,ganea,0.76,0.1,10
PoincareBall,ganea,0.669,0.1,10
PoincareBall,ganea,0.874,0.1,10
PoincareBall,ganea,0.851,0.1,10
PoincareBall,ganea,0.96,0.1,10
PoincareBall,ganea,0.629,0.1,10
PoincareBall,ganea,0.923,0.1,10
PoincareBall,ganea,0.971,0.1,10
PoincareBall,ganea,0.926,0.1,10
PoincareBall,ganea,0.831,0.1,10
PoincareBall,ganea,0.806,0.1,10
PoincareBall,ganea,0.709,0.1,10
PoincareBall,ganea,0.6,0.1,10
PoincareBall,ganea,0.951,0.1,10
PoincareBall,ganea,0.883,0.1,10
PoincareBall,ganea,0.906,0.1,10
PoincareBall,ganea,0.88,0.1,10
PoincareBall,ganea,0.749,0.1,10
PoincareBall,ganea,0.823,0.1,10
PoincareBall,ganea,0.886,0.1,10
PoincareBall,ganea,0.731,0.1,10
PoincareBall,ganea,0.789,0.1,10
PoincareBall,ganea,0.869,0.1,10
PoincareBall,ganea,0.663,0.1,10
PoincareBall,ganea,0.769,0.1,10
PoincareBall,ganea,0.869,0.1,10
PoincareBall,ganea,0.677,0.1,10
PoincareBall,ganea,0.914,0.1,10
PoincareBall,ganea,0.891,0.1,10
PoincareBall,ganea,0.869,0.1,10
PoincareBall,ganea,0.731,0.1,10
PoincareBall,ganea,0.874,0.1,10
PoincareBall,ganea,0.897,0.1,10
PoincareBall,ganea,0.537,0.1,10
PoincareBall,ganea,0.7,0.1,10
PoincareBall,ganea,0.703,0.1,10
PoincareBall,ganea,0.9,0.1,10
PoincareBall,ganea,0.906,0.1,10
PoincareBall,ganea,0.766,0.1,10
PoincareBall,ganea,0.803,0.1,10
PoincareBall,ganea,0.611,0.1,10
PoincareBall,ganea,0.937,0.1,10
PoincareBall,ganea,0.869,0.1,10
PoincareBall,ganea,0.714,0.1,10
PoincareBall,ganea,0.929,0.1,10
PoincareBall,ganea,0.826,0.1,10
PoincareBall,ganea,0.871,0.1,10
PoincareBall,ganea,0.76,0.1,10
PoincareBall,ganea,0.934,0.1,10
PoincareBall,ganea,0.697,0.1,10
PoincareBall,ganea,0.911,0.1,10
PoincareBall,ganea,0.903,0.1,10
PoincareBall,ganea,0.82,0.1,10
PoincareBall,ganea,0.78,0.1,10
PoincareBall,ganea,0.854,0.1,10
PoincareBall,ganea,0.929,0.1,10
PoincareBall,ganea,0.637,0.1,10
PoincareBall,ganea,0.931,0.1,10
PoincareBall,ganea,0.843,0.1,10
PoincareBall,ganea,0.651,0.1,10
PoincareBall,ganea,0.949,0.1,10
PoincareBall,ganea,0.894,0.1,10
PoincareBall,ganea,0.851,0.1,10
