,model,Ratio,Replace,dataset,Accuracy,F1 Prefix,F1 random,Recall Prefix,Recall random,Precision Prefix,Precision random,Train Loss 0,Train Loss 1,Train Loss 2,Train Loss 3,Train Loss 4,Train Loss 5,Train Loss 6,Train Loss 7,Train Loss 8,Train Loss 9,Train Loss 10,Train Loss 11,Train Loss 12,Train Loss 13,Train Loss 14,Train Loss 15,Train Loss 16,Train Loss 17,Train Loss 18,Train Loss 19,Train Loss 20,Train Loss 21,Train Loss 22,Train Loss 23,Train Loss 24,Train Loss 25,Train Loss 26,Train Loss 27,Train Loss 28,Train Loss 29,Val Loss 0,Val Loss 1,Val Loss 2,Val Loss 3,Val Loss 4,Val Loss 5,Val Loss 6,Val Loss 7,Val Loss 8,Val Loss 9,Val Loss 10,Val Loss 11,Val Loss 12,Val Loss 13,Val Loss 14,Val Loss 15,Val Loss 16,Val Loss 17,Val Loss 18,Val Loss 19,Val Loss 20,Val Loss 21,Val Loss 22,Val Loss 23,Val Loss 24,Val Loss 25,Val Loss 26,Val Loss 27,Val Loss 28,Val Loss 29,Accuracy 0,Accuracy 1,Accuracy 2,Accuracy 3,Accuracy 4,Accuracy 5,Accuracy 6,Accuracy 7,Accuracy 8,Accuracy 9,Accuracy 10,Accuracy 11,Accuracy 12,Accuracy 13,Accuracy 14,Accuracy 15,Accuracy 16,Accuracy 17,Accuracy 18,Accuracy 19,Accuracy 20,Accuracy 21,Accuracy 22,Accuracy 23,Accuracy 24,Accuracy 25,Accuracy 26,Accuracy 27,Accuracy 28,Accuracy 29
10,euclidean,0.5,0.5,40,0.56,0.5847578347578347,0.5317028985507246,0.7386363636363636,0.43095238095238086,0.484375,0.6944444444444444,0.8199628343184789,0.7619610528151195,0.7558766851822536,0.7288711071014404,0.7072994560003281,0.6813995838165283,0.6722768495480219,0.6575452834367752,0.6498271773258846,0.6385772228240967,0.6327394445737202,0.6216173768043518,0.6108200003703435,0.6027271747589111,0.5982828338940938,0.592822606364886,0.5806416819492977,0.5749867608149846,0.5714240471522014,0.5645410940051079,0.5666735644141834,0.5564790368080139,0.5575568526983261,0.5423126618067424,0.5373355249563854,0.5348325818777084,0.524645561973254,0.525399424135685,0.5218221346537272,0.5170170192917187,0.9375342130661011,0.8394763469696045,0.7768732309341431,0.8710477352142334,0.8593902587890625,0.8208589553833008,0.8048292696475983,0.8030263483524323,0.813914954662323,0.8108848333358765,0.8001406490802765,0.7902140319347382,0.782591313123703,0.7714366614818573,0.786615788936615,0.7818478643894196,0.7679719924926758,0.7885468304157257,0.7861542403697968,0.763340175151825,0.7649925649166107,0.7815755605697632,0.7880927920341492,0.781442254781723,0.7674537599086761,0.7619505524635315,0.7977547943592072,0.7764603793621063,0.7984755039215088,0.7507375776767731,0.48,0.52,0.49,0.52,0.53,0.53,0.52,0.54,0.53,0.53,0.56,0.55,0.55,0.54,0.54,0.54,0.55,0.56,0.56,0.56,0.5700000000000001,0.55,0.56,0.55,0.54,0.5700000000000001,0.54,0.56,0.54,0.56
11,euclidean,0.75,0.5,40,0.76,0.0714285714285714,0.8620507399577166,0.125,0.7980072463768115,0.05,0.9375,0.6995764970779419,0.6225746721029282,0.6073364640275638,0.5826254983743031,0.5654081602891287,0.5564018040895462,0.5417400573690732,0.5176814521352451,0.5148700798551241,0.5119172036647797,0.49500620613495505,0.4876735558112463,0.4851077670852343,0.4792579462130865,0.468288371960322,0.46500436713298166,0.45788013438383734,0.45692525307337445,0.45573390771945316,0.4547949333985647,0.43976912399133045,0.4351685345172882,0.4351687630017599,0.4321033010880152,0.4236269916097323,0.41625395417213434,0.42118198176225025,0.41803194830814994,0.4173843835790952,0.40233048175772035,0.7578955590724945,0.7843178510665894,0.7767767906188965,0.733490526676178,0.7134342193603516,0.7170497179031372,0.707941472530365,0.7061635851860046,0.6940217912197113,0.6938008368015289,0.6701807081699371,0.6580913364887238,0.6739622950553894,0.6635994613170624,0.6388328075408936,0.6351489126682281,0.6483718156814575,0.6439411640167236,0.6337154507637024,0.6239937543869019,0.6183676719665527,0.618842750787735,0.6181366741657257,0.619032621383667,0.6070725619792938,0.5991659462451935,0.6141341328620911,0.5902057588100433,0.6035494804382324,0.5959001779556274,0.69,0.73,0.75,0.7,0.6799999999999999,0.71,0.7,0.71,0.73,0.73,0.72,0.71,0.75,0.76,0.72,0.72,0.74,0.76,0.76,0.74,0.74,0.75,0.76,0.77,0.76,0.76,0.76,0.75,0.78,0.76
12,euclidean,0.25,0.5,50,0.75,0.8519607843137256,0.19583333333333336,0.7577570921985816,0.6666666666666666,0.972972972972973,0.11538461538461535,0.6496127992868423,0.6084414720535278,0.5914124101400375,0.5779578412572544,0.553422895570596,0.5537785738706589,0.5394686708847682,0.5309702306985855,0.5278257454435031,0.5205091908574104,0.5173367137710253,0.5045357445875803,0.50222959369421,0.4985846926768621,0.49120582640171045,0.484513372182846,0.4737883458534876,0.48013049115737283,0.46448495487372077,0.46267863859732944,0.45518713941176725,0.4568654869993527,0.44579170644283295,0.4432925259073575,0.4382905239860217,0.4334984595576922,0.4310608431696892,0.4263089944918951,0.417273961007595,0.41801718125740683,0.8640434741973877,0.8769499659538269,0.8468147814273834,0.829206794500351,0.8012209236621857,0.8059934079647064,0.7938841283321381,0.7833551466464996,0.7845875322818756,0.7781104147434235,0.7846234738826752,0.7748558223247528,0.7844575643539429,0.7873184680938721,0.7824931442737579,0.7791949510574341,0.7857302725315094,0.7879745960235596,0.7750155627727509,0.7883866131305695,0.7965403497219086,0.8012903034687042,0.7817722856998444,0.7752886712551117,0.7829567790031433,0.8150202631950378,0.8097264468669891,0.7863306403160095,0.7804967164993286,0.8099987804889679,0.74,0.72,0.72,0.73,0.72,0.76,0.75,0.75,0.75,0.75,0.75,0.75,0.77,0.77,0.76,0.74,0.76,0.76,0.75,0.75,0.77,0.77,0.75,0.75,0.75,0.77,0.76,0.75,0.76,0.75
13,euclidean,0.5,0.5,50,0.61,0.40512333965844405,0.7094861660079052,0.40555555555555556,0.7138392857142857,0.40625,0.7058823529411764,0.7618716011444727,0.7287472834189732,0.7136103361845016,0.6997797588507335,0.6998746345440546,0.6834137787421544,0.6784322410821915,0.6741773088773091,0.6693341980377833,0.6625476727883021,0.6584362586339314,0.6551780700683594,0.6521919469038646,0.6518087883790333,0.6444202711184819,0.6423373222351074,0.6372684786717098,0.6384882926940918,0.6333442131678264,0.6270145674546559,0.624056801199913,0.620498389005661,0.6209885030984879,0.6155309677124023,0.6084533681472142,0.6068805555502573,0.6053319126367569,0.6010172565778096,0.5933041572570801,0.5887906501690546,0.7833936512470245,0.7869466841220856,0.7683127224445343,0.7578780353069305,0.7554669380187988,0.751986026763916,0.7484692931175232,0.7477405965328217,0.748013824224472,0.7470706105232239,0.7467762231826782,0.7492648065090179,0.7533712089061737,0.7545407116413116,0.7537819743156433,0.7512013912200928,0.7535251080989838,0.7578703761100769,0.7551041543483734,0.7531505525112152,0.7576572597026825,0.7622509598731995,0.7566392719745636,0.7615288496017456,0.7581561207771301,0.7545926570892334,0.7546383142471313,0.7540254592895508,0.7611546516418457,0.7553189396858215,0.5900000000000001,0.63,0.6200000000000001,0.52,0.53,0.5800000000000001,0.55,0.54,0.55,0.53,0.5700000000000001,0.5800000000000001,0.6100000000000001,0.5900000000000001,0.5700000000000001,0.55,0.55,0.5800000000000001,0.55,0.52,0.5700000000000001,0.5900000000000001,0.56,0.5800000000000001,0.5900000000000001,0.56,0.6000000000000001,0.5800000000000001,0.61,0.61
14,euclidean,0.75,0.5,50,0.6799999999999999,0.1114551083591331,0.8047002826119292,0.375,0.7019927536231885,0.0666666666666666,0.9428571428571428,0.9911546260118482,0.6629260877768199,0.627207025885582,0.6367205133040746,0.5972100421786308,0.5791121323903401,0.5759387239813805,0.570262186229229,0.5602964187661806,0.555973435441653,0.5493204866846402,0.5452680637439091,0.53385229408741,0.5363974720239639,0.5209175522128741,0.5263108859459559,0.528661052385966,0.516994928320249,0.5031040733059247,0.5027701258659363,0.4941663617889086,0.4884212389588356,0.48728579779465986,0.4835182776053746,0.47827583054701484,0.46878730505704874,0.46823899944623315,0.46317993104457855,0.4565175299843153,0.45500102390845615,0.7268043160438538,0.5230447500944138,0.5116490721702576,0.5092236250638962,0.5099555552005768,0.521192878484726,0.5286931544542313,0.532440260052681,0.5393604636192322,0.5404603481292725,0.5422492027282715,0.5458550453186035,0.5475939214229584,0.5501597225666046,0.5558075904846191,0.5579149425029755,0.5636246800422668,0.5723860859870911,0.5700320899486542,0.5685667097568512,0.5787115097045898,0.5846540927886963,0.5864166915416718,0.5854799151420593,0.5935197472572327,0.60542893409729,0.6119328737258911,0.608005166053772,0.6158998012542725,0.6234942376613617,0.5700000000000001,0.67,0.69,0.69,0.6799999999999999,0.6799999999999999,0.6699999999999999,0.68,0.68,0.68,0.67,0.67,0.68,0.68,0.66,0.66,0.66,0.6799999999999999,0.67,0.67,0.67,0.67,0.67,0.6799999999999999,0.6799999999999999,0.67,0.6799999999999999,0.6799999999999999,0.6799999999999999,0.6799999999999999
15,hyperbolic,0.25,0.5,10,0.7,0.8235294117647058,0.0,0.7142857142857143,0.0,0.9722222222222222,0.0,0.8159140845139821,0.69424902399381,0.666721115509669,0.6459616422653198,0.6402642528216045,0.617536189655463,0.6097651968399684,0.5894982268412908,0.5862774948279064,0.5835215499003727,0.5689381907383602,0.5688888852794964,0.5617612401644388,0.5616315081715584,0.556767466167609,0.5418345555663109,0.540186603864034,0.5339334880312284,0.5340238635738691,0.5326703538497289,0.5318109815319378,0.5287916511297226,0.5243446876605351,0.5181169584393501,0.5154203449686369,0.516225631038348,0.5103856672843297,0.5062063237031301,0.5082324718435606,0.5026590625445048,0.595315545797348,0.5086920112371445,0.4781055301427841,0.47011037170886993,0.4602462202310562,0.46939839422702784,0.4799517095088959,0.4894166588783264,0.4806426763534546,0.47499559819698334,0.47100320458412165,0.46913842856884,0.4729643613100052,0.47877010703086853,0.4842146039009094,0.4805085361003876,0.48150634765625,0.48014670610427856,0.475787028670311,0.47432994842529297,0.4822648614645004,0.4830150306224823,0.48803970217704773,0.4864742010831833,0.4866488128900528,0.4876899868249893,0.4965643733739853,0.4970182627439499,0.48508666455745697,0.4837998151779175,0.61,0.6499999999999999,0.6599999999999999,0.6599999999999999,0.69,0.69,0.69,0.69,0.69,0.7,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.69,0.7,0.7
16,hyperbolic,0.5,0.5,10,0.4,0.4222222222222222,0.3739130434782608,0.36607142857142855,0.44949494949494945,0.49999999999999994,0.3214285714285714,0.8611858288447061,0.7280969967444738,0.709507127602895,0.7057108034690222,0.6918642421563466,0.689572309454282,0.6870198150475819,0.6796698272228241,0.6707804600397747,0.6653269976377487,0.6591808150211971,0.6560390740633011,0.6568774531284969,0.6515537748734157,0.6439678768316904,0.637991800904274,0.640511691570282,0.6349120338757832,0.6353166252374649,0.6350903262694676,0.6288116872310638,0.6240110546350479,0.6186318844556808,0.6120244711637497,0.6141075491905212,0.6073210189739864,0.6054920107126236,0.605234757065773,0.6026961008707683,0.5977558344602585,0.8329042494297028,0.8212862312793732,0.8437132239341736,0.8331563472747803,0.8138485848903656,0.8007950186729431,0.7982856333255768,0.7956294119358063,0.7896358966827393,0.790417343378067,0.7927221357822418,0.7962114214897156,0.7897003293037415,0.7849668264389038,0.7811777889728546,0.784309983253479,0.7864637970924377,0.7837856709957123,0.7823341190814972,0.7761969268321991,0.7814121246337891,0.7814187407493591,0.7795992195606232,0.7785268723964691,0.7803380191326141,0.7852137684822083,0.7880571484565735,0.7867555022239685,0.784250020980835,0.7830364108085632,0.51,0.51,0.48,0.48,0.45999999999999996,0.49,0.49,0.48,0.51,0.48,0.45999999999999996,0.44,0.44,0.45,0.45,0.45,0.44,0.44,0.43,0.44,0.44,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.4,0.42000000000000004,0.43,0.4,0.4
17,hyperbolic,0.75,0.5,10,0.8,0.0,0.888888888888889,0.0,0.8163265306122449,0.0,0.975609756097561,1.1747931664188702,0.8978659013907115,0.7015935604770978,0.598060630261898,0.5396404142181079,0.5282828509807587,0.5249263495206833,0.5167425026496252,0.5245804985364279,0.5076438213388126,0.5031284466385841,0.5065815026561419,0.49929844588041306,0.51172935962677,0.49067210654417676,0.48941502099235845,0.48686605195204413,0.4988605578740438,0.4754246597488721,0.47773286451896024,0.4756261234482129,0.46856924146413803,0.47550573199987406,0.46608449270327884,0.4674019142985344,0.4638412818312645,0.4587922965486845,0.4607987329363823,0.45840393751859665,0.45024364689985913,0.9707522988319397,0.7681153416633606,0.6491402685642242,0.5911990106105804,0.5735292434692383,0.5768422186374664,0.5843905210494995,0.5854450464248657,0.5850518941879272,0.583593875169754,0.5843161940574646,0.5912355780601501,0.5926762819290161,0.5907223522663116,0.5871587693691254,0.5884252786636353,0.5880729258060455,0.5860113501548767,0.5844390392303467,0.585590124130249,0.5907151103019714,0.5893217921257019,0.5887736678123474,0.5863562524318695,0.5852456986904144,0.5897378325462341,0.5907740294933319,0.5917668044567108,0.5886642336845398,0.5844433307647705,0.52,0.62,0.72,0.77,0.79,0.8,0.8,0.8,0.81,0.81,0.81,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.81,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
18,hyperbolic,0.25,0.5,20,0.83,0.9070711896798854,0.0,0.8556547619047619,0.0,0.9651162790697674,0.0,0.9060668349266052,0.68058576186498,0.6438558499018352,0.6283654570579529,0.6401821275552113,0.6296817238132159,0.6030394062399864,0.6062126085162163,0.5898591727018356,0.5810493032137554,0.5769833152492841,0.5667022118965785,0.5673831750949223,0.5602672422925632,0.5561149219671886,0.5551057681441307,0.5411462013920147,0.5567152872681618,0.5440011695027351,0.5429866512616475,0.5304155051708221,0.5283182536562283,0.5291449651122093,0.5285621359944344,0.526962195833524,0.5147585223118465,0.5154260098934174,0.5060592517256737,0.511640119055907,0.500516876578331,0.7986960411071777,0.6981987059116364,0.6818673014640808,0.6732293963432312,0.6644679307937622,0.6608922183513641,0.6632435023784637,0.665902853012085,0.6635026931762695,0.6607480049133301,0.6601945757865906,0.6570496261119843,0.6555169522762299,0.651798665523529,0.6494523286819458,0.6494233906269073,0.6483632922172546,0.6452325880527496,0.6424668431282043,0.6411904394626617,0.6424654126167297,0.6404612958431244,0.636396735906601,0.6382366716861725,0.6365382671356201,0.6408865451812744,0.6408306658267975,0.6370269954204559,0.6344630420207977,0.6475384831428528,0.63,0.81,0.86,0.86,0.8300000000000001,0.8200000000000001,0.8200000000000001,0.8200000000000001,0.8200000000000001,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.85,0.85,0.85,0.84,0.85,0.84,0.85,0.84,0.84,0.83,0.83,0.83,0.83,0.83
19,hyperbolic,0.5,0.5,20,0.53,0.5683501683501684,0.48405797101449277,0.5075268817204301,0.5657894736842105,0.6458333333333334,0.423076923076923,0.8529715140660603,0.7799089004596075,0.7674001107613245,0.73918650050958,0.7195547223091125,0.7078661272923152,0.6973294615745544,0.6877369731664658,0.6819237619638443,0.6766192764043808,0.6708628137906392,0.66630191107591,0.6580567012230555,0.6568149924278259,0.6504802455504735,0.6447267383337021,0.6377918869256973,0.6315031796693802,0.6294930080572764,0.6189036220312119,0.6204259097576141,0.6106912692387898,0.6068303138017654,0.5942346354325613,0.5955494791269302,0.5877552231152853,0.5811120867729187,0.5744441548983257,0.5622849216063817,0.5576428373654683,0.753888338804245,0.73285311460495,0.7258741557598114,0.7238319218158722,0.7322953939437866,0.7242833077907562,0.7137291431427002,0.7125320434570312,0.7126156985759735,0.7201902270317078,0.725631833076477,0.7245819568634033,0.7253615856170654,0.7282194495201111,0.7313838303089142,0.7324804067611694,0.7372433245182037,0.7368865013122559,0.7451922297477722,0.7494652569293976,0.7591972947120667,0.7642140984535217,0.7745225727558136,0.7785315811634064,0.790035754442215,0.7927680015563965,0.8108534812927246,0.8217852115631104,0.8147621154785156,0.8182095587253571,0.53,0.56,0.51,0.51,0.51,0.55,0.56,0.55,0.54,0.55,0.55,0.55,0.52,0.51,0.5,0.53,0.55,0.53,0.55,0.51,0.53,0.54,0.53,0.51,0.53,0.54,0.51,0.51,0.51,0.53
20,hyperbolic,0.75,0.5,20,0.74,0.0,0.8499669530733642,0.0,0.821870361207323,0.0,0.8809523809523809,0.682309868435065,0.6275027543306351,0.6348869254191716,0.5908695509036381,0.5887755304574966,0.585391528904438,0.5677202170093854,0.5547344038883846,0.5569454729557037,0.5526194175084431,0.5434415315588315,0.5329637601971626,0.5273531352480253,0.5171036769946417,0.5082149157921473,0.5063960825403531,0.5078294823567073,0.5012434249122938,0.4945736899971962,0.4926600555578867,0.49593645085891086,0.47698538502057386,0.47625558326641715,0.461190382639567,0.46265226850907004,0.4593334496021271,0.44534162183602655,0.43874041487773263,0.4424605295062065,0.4309028958280881,0.5003414452075958,0.4964878708124161,0.491888090968132,0.4976615756750107,0.5011560320854187,0.4955733120441437,0.48402175307273865,0.4782918095588684,0.4720523804426193,0.4767599403858185,0.4776318520307541,0.4769854247570038,0.47748199105262756,0.4737907350063324,0.4725732356309891,0.47285759449005127,0.47150993347167963,0.4790775775909424,0.48115453124046326,0.47308969497680664,0.467642068862915,0.47984690964221954,0.48915258049964905,0.48427529633045197,0.47981134057044983,0.48725515604019165,0.49366147816181183,0.48819443583488464,0.49104321002960205,0.5057551115751266,0.7,0.6799999999999999,0.6799999999999999,0.6799999999999999,0.66,0.71,0.72,0.72,0.74,0.72,0.73,0.74,0.76,0.77,0.78,0.78,0.77,0.76,0.76,0.77,0.78,0.75,0.76,0.77,0.78,0.77,0.76,0.78,0.77,0.74
21,hyperbolic,0.25,0.5,30,0.61,0.7573325100339612,0.0,0.6417480035492458,0.0,0.9242424242424242,0.0,0.7713929514090221,0.6434124385317166,0.6200858702262243,0.6046904375155766,0.5980556905269623,0.5899738272031149,0.5811925157904625,0.5870146155357361,0.5750296488404274,0.5658077994982402,0.55446374664704,0.5538017153739929,0.5432088548938433,0.5472865601380665,0.5378010397156079,0.5294949784874916,0.5321321363250415,0.5136424203713734,0.5200660700599353,0.5179106146097183,0.5161291311184565,0.5139057959119478,0.498977522055308,0.4994628528753916,0.4899310072263081,0.48818399012088776,0.4742664272586504,0.4710269744197527,0.4721167037884394,0.46196652203798294,0.7377772927284241,0.6904620230197906,0.6824243366718292,0.6663026511669159,0.6536034941673279,0.6504234671592712,0.6476288437843323,0.6456647515296936,0.6409789621829987,0.6380005776882172,0.6362402439117432,0.6388803124427795,0.6418481171131134,0.6426329016685486,0.6423681676387787,0.6422459781169891,0.6478944420814514,0.6468097269535065,0.6532443165779114,0.6567339897155762,0.6576810479164124,0.6626615822315216,0.6638321876525879,0.6686488389968872,0.6750016808509827,0.683271735906601,0.6808068752288818,0.6871528029441833,0.6955883502960205,0.6940916776657104,0.5900000000000001,0.64,0.5900000000000001,0.56,0.62,0.61,0.62,0.62,0.61,0.61,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.6,0.6,0.62,0.6,0.62,0.62,0.61
22,hyperbolic,0.5,0.5,30,0.52,0.47916666666666663,0.5535714285714286,0.5041666666666667,0.5333333333333333,0.4583333333333333,0.5769230769230769,0.7718928654988606,0.7220695267120997,0.7115840862194698,0.704889103770256,0.6915699392557144,0.6882778406143188,0.6801058401664098,0.6705720573663712,0.6668365697065989,0.6629546682039896,0.6613614658514659,0.6546675066153208,0.6489080886046091,0.6488196551799774,0.644384781519572,0.6340565731128057,0.6323857406775157,0.6250334779421489,0.6236216773589452,0.6113730172316233,0.6031556129455566,0.6051727135976155,0.5988011459509532,0.592002272605896,0.5895437002182007,0.5785868863264719,0.5708184813459714,0.5628192648291588,0.5585473005970318,0.5508512655893962,0.6123666167259216,0.6107213199138641,0.6140623688697815,0.616885781288147,0.6212999820709229,0.6258478760719299,0.6285781562328339,0.634162187576294,0.6395997703075409,0.6447626054286957,0.6485708355903625,0.6526294946670532,0.6558979749679565,0.6610763072967529,0.6655935049057007,0.6700534820556641,0.6715611517429352,0.6789910793304443,0.6869312226772308,0.6886430084705353,0.6895612180233002,0.6928624212741852,0.6976428627967834,0.7053772509098053,0.7134294807910919,0.7155839204788208,0.7197895348072052,0.7256494164466858,0.730808824300766,0.7412837445735931,0.5,0.47,0.44999999999999996,0.47,0.49,0.49,0.5,0.49,0.48,0.45,0.45999999999999996,0.45999999999999996,0.46,0.45,0.45999999999999996,0.47,0.49,0.49,0.5,0.47,0.47,0.48,0.49,0.5,0.5,0.53,0.51,0.52,0.52,0.52
23,hyperbolic,0.75,0.5,30,0.66,0.0,0.7951807228915663,1.0,0.66,0.0,1.0,0.5264596318205197,0.49611502016584075,0.4906741504867871,0.4904538964231809,0.47358356912930805,0.46227288246154785,0.4506227672100067,0.44836425284544623,0.4523536066214243,0.44639090448617935,0.4387024194002151,0.4385763977964719,0.4236982216437657,0.4318854262431462,0.43079932034015656,0.4126480370759964,0.4206442683935165,0.4118216422696908,0.4148179814219475,0.39738457277417183,0.40143832564353943,0.3961669827500979,0.390266219774882,0.3818799741566181,0.3858969894548257,0.38200280318657553,0.3839349548021952,0.3830380241076151,0.37534234300255775,0.36763212581475574,0.7011359333992004,0.6742013990879059,0.685314267873764,0.6924748420715332,0.700446605682373,0.7077132165431976,0.7151542007923126,0.7212663292884827,0.7239724695682526,0.7309350967407227,0.7259884178638458,0.7287887930870056,0.7348589897155762,0.73444464802742,0.7436098456382751,0.7354811131954193,0.7411513030529022,0.746952623128891,0.7414797842502594,0.7524271905422211,0.7570790648460388,0.7653607130050659,0.7622461318969727,0.7709394991397858,0.7831542193889618,0.7679016590118408,0.7822498679161072,0.8007143139839172,0.7913102805614471,0.7979314625263214,0.65,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66
24,hyperbolic,0.25,0.5,40,0.66,0.7899390243902439,0.10555555555555556,0.6807065217391304,0.375,0.9411764705882353,0.0625,1.0365997528036435,0.6514483864108722,0.5861522480845451,0.584722434480985,0.5844794809818268,0.5611029962698619,0.5449187656243643,0.5416938811540604,0.5309173638621966,0.5256114179889362,0.5346614271402359,0.5238489061594009,0.5123376523454983,0.4995325903097788,0.4975907256205876,0.4858805909752846,0.48615202307701105,0.47909394154946006,0.47976492096980405,0.4668826286991437,0.4694231475392977,0.4476826762159665,0.44966917733351386,0.44837322582801187,0.44281787921984983,0.43790678183237713,0.43906847387552256,0.42223634322484327,0.42204863329728437,0.4125869795680046,0.7329460382461548,0.5833225548267365,0.6028152108192444,0.6077829599380493,0.5909879803657532,0.570542186498642,0.5571844577789307,0.5512301325798035,0.5457882881164551,0.5413191318511963,0.540914386510849,0.5398833453655243,0.5355902314186096,0.5350254476070404,0.5356371998786926,0.5320614576339722,0.5295583307743073,0.5280776023864746,0.5249575078487396,0.5256807506084442,0.5268325805664062,0.523565024137497,0.5197855234146118,0.5190810859203339,0.5163471698760986,0.5141898691654205,0.5111699998378754,0.5091219544410706,0.5088354349136353,0.50889852643013,0.56,0.66,0.68,0.68,0.68,0.68,0.66,0.66,0.66,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.66,0.66,0.67,0.67,0.66,0.64,0.65,0.66,0.65,0.66,0.67,0.66,0.6699999999999999,0.66
25,hyperbolic,0.5,0.5,40,0.51,0.524132730015083,0.49489795918367346,0.6921052631578948,0.3935483870967742,0.421875,0.6666666666666666,1.1355041712522507,0.8805517156918843,0.7703146984179815,0.7524498154719671,0.7497016787528992,0.7268150349458059,0.7151298721631367,0.7040249605973561,0.695699433485667,0.6920083314180374,0.6759941279888153,0.6745213518540065,0.6684113790591557,0.6609702656666439,0.65176922082901,0.6519453177849452,0.6453262666861217,0.6378627071777979,0.6338375210762024,0.6318867852290472,0.6269330133994421,0.6173689911762873,0.6071025431156158,0.6028014570474625,0.5978241264820099,0.5861584146817524,0.5825678755839665,0.583845779299736,0.5747225632270176,0.5673243552446365,0.6404189467430115,0.70691978931427,0.854274332523346,0.9032096564769745,0.8771201968193054,0.813308984041214,0.7706573605537415,0.7787801623344421,0.7896935641765594,0.7711540162563324,0.7733364105224609,0.8131553530693054,0.812117338180542,0.7919631600379944,0.7745480537414551,0.7827808856964111,0.7818509936332703,0.7766010463237762,0.8245225250720978,0.8122644424438477,0.8069954514503479,0.7883177101612091,0.8033787906169891,0.8463564217090607,0.8272704780101776,0.8180745244026184,0.8638249635696411,0.9070666432380676,0.8125259578227997,0.8571431040763855,0.5700000000000001,0.44999999999999996,0.41000000000000003,0.42000000000000004,0.44,0.47,0.47,0.48,0.48,0.49,0.5,0.43,0.47,0.47,0.48,0.51,0.5,0.54,0.48,0.48,0.47,0.51,0.49,0.5,0.49,0.52,0.49,0.51,0.52,0.51
26,hyperbolic,0.75,0.5,40,0.77,0.06666666666666665,0.8679738562091504,0.6,0.8,0.05,0.95,0.7695527027050655,0.6517742772897085,0.6380314081907272,0.6270002375046412,0.6070448855559032,0.588729090988636,0.5763638640443485,0.5658486212293308,0.5778788973887761,0.5504264980554581,0.5406112968921661,0.5412567779421806,0.5270663474996885,0.5258512397607168,0.5162809242804846,0.5201059406002363,0.5005300516883532,0.5075861761967341,0.4984048555294673,0.4894826213518778,0.4758108134071032,0.46903357158104575,0.46998583028713864,0.45664647469917935,0.4505555306871732,0.45208421101172763,0.4364651429156462,0.43893561263879144,0.4260528186957041,0.4227087659140428,0.9868495464324951,0.9126686453819275,0.8805459439754486,0.866445779800415,0.852295994758606,0.8354929983615875,0.819833904504776,0.809441328048706,0.8048751652240753,0.7826526463031769,0.7631930410861969,0.7569480538368225,0.748986691236496,0.7447050213813782,0.7391790449619293,0.7326594889163971,0.7175877094268799,0.719743937253952,0.7205071747303009,0.7148185074329376,0.7099020481109619,0.7182156443595886,0.7207624912261963,0.7047861516475677,0.7085252106189728,0.7155076265335083,0.7081461548805237,0.7088923454284668,0.7072350680828094,0.7127118706703186,0.77,0.79,0.75,0.78,0.8,0.8,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.77,0.78,0.78,0.78,0.78,0.77,0.78,0.78,0.81,0.81,0.78,0.78,0.77,0.77
