id,model,optimizer,loss,task,dataset,Ratio,Replace,Accuracy,F1 Prefix,F1 random,Recall Prefix,Recall random,Precision Prefix,Precision random,Train Loss 0,Val Loss 0,Train Loss 1,Val Loss 1,Train Loss 2,Val Loss 2,Train Loss 3,Val Loss 3,Train Loss 4,Val Loss 4,Train Loss 5,Val Loss 5,Train Loss 6,Val Loss 6,Train Loss 7,Val Loss 7,Train Loss 8,Val Loss 8,Train Loss 9,Val Loss 9,Train Loss 10,Val Loss 10,Train Loss 11,Val Loss 11,Train Loss 12,Val Loss 12,Train Loss 13,Val Loss 13,Train Loss 14,Val Loss 14,Train Loss 15,Val Loss 15,Train Loss 16,Val Loss 16,Train Loss 17,Val Loss 17,Train Loss 18,Val Loss 18,Train Loss 19,Val Loss 19,Train Loss 20,Val Loss 20,Train Loss 21,Val Loss 21,Train Loss 22,Val Loss 22,Train Loss 23,Val Loss 23,Train Loss 24,Val Loss 24,Train Loss 25,Val Loss 25,Train Loss 26,Val Loss 26,Train Loss 27,Val Loss 27,Train Loss 28,Val Loss 28,Train Loss 29,Val Loss 29
0,euclidean,Adam,cross,ganea,50,0.5,0.1,0.9057142857142857,0.9054441260744985,0.905982905982906,0.8901408450704226,0.9217391304347826,0.9212827988338192,0.8907563025210085,1.1403467711768573,0.7418000631862216,0.6963990126984029,0.6962384184201559,0.6709524702422226,0.6667778756883409,0.6375364299061932,0.6271050241258409,0.5663725073578991,0.5575792590777079,0.4841616530961628,0.470363716284434,0.42553039178063595,0.4279760287867652,0.379616954092738,0.3790317674477895,0.3415248320449757,0.3527408175998264,0.313221573263784,0.32001636260085636,0.29017398619576346,0.3432934052414364,0.260766213641891,0.29891599549187553,0.23338011850284623,0.30413976477252114,0.21628818076245393,0.27743441197607255,0.21719362775358972,0.279059961438179,0.19714363574793067,0.28435729775163865,0.18453109320960467,0.2932213859425651,0.18485552874169772,0.24674157963858712,0.1738746613264084,0.2649691452582677,0.1685953319449968,0.25486310654216343,0.16575788131243066,0.27406221793757546,0.16041122315616546,0.24984012958076265,0.15081774351434618,0.2646055569251378,0.1480791939870466,0.28007491595215267,0.14550923541942729,0.25853290988339317,0.15032475465272047,0.25459857781728107,0.14090656411327138,0.24204147689872318,0.1391337949876921,0.26252414368920857,0.13423283155300195,0.21682342886924744,0.13570783592619096,0.23316967404550976
0,euclidean,Adam,cross,ganea,50,0.5,0.1,0.9085714285714286,0.9077809798270894,0.9093484419263457,0.8974358974358975,0.9197707736389685,0.9183673469387755,0.8991596638655462,2.9054367210291607,1.6868330902523465,1.2463019188446334,1.0411932667096455,0.891079544266568,0.8625979357295566,0.7561809918548488,0.756384982003106,0.7096174804470207,0.742055767112308,0.6900704899166203,0.69250664446089,0.651993872998636,0.6896106203397115,0.639061676550515,0.647301435470581,0.6127409904817992,0.6346688734160529,0.582296111915685,0.6144768926832411,0.5522615509697154,0.603896998696857,0.5128787333452249,0.5594666368431516,0.4678058990194828,0.5319081743558248,0.4258107105387917,0.4937568141354455,0.3907862803604029,0.467176659239663,0.36205340827567667,0.4507358405325148,0.32910323954081233,0.4045724935001797,0.30935683440935763,0.3839559157689412,0.2735727499180202,0.3525221016671922,0.2552906245559077,0.3781023191081153,0.24594806295029725,0.39253268970383537,0.2254873122784156,0.3150997675127453,0.21571702604429632,0.30929048359394073,0.1997657906782778,0.32689355810483295,0.1979651259187656,0.3078286151091258,0.1875610974016069,0.3340699275334676,0.18418692184399954,0.3022131307257546,0.17436868933182728,0.3060865104198456,0.16670164711113217,0.29530342088805306,0.17629083849584,0.31048715280161965
2,hyperbolic,Adam,cross,ganea,50,0.5,0.1,0.93,0.9265367316341829,0.9331514324693042,0.9537037037037037,0.9095744680851063,0.9008746355685131,0.957983193277311,0.8166496859321112,0.7348162465625339,0.7043376708332496,0.7085899710655212,0.6918417524687851,0.7075110607677035,0.6848474574994438,0.6973586413595412,0.6750346822074696,0.6958832542101542,0.6640695446654211,0.6760207149717543,0.6408312056638017,0.6595482296413846,0.5976023149641254,0.6077811453077528,0.5349960594992095,0.5647357569800483,0.47174326981170267,0.5058056016763052,0.3970272644788404,0.46804248293240863,0.33310008030149,0.37411608960893417,0.27944630912587615,0.3173576891422272,0.24266919361639627,0.29500770899984574,0.23095107917921454,0.29025932980908287,0.19487266459419758,0.25925416085455155,0.18105631656473195,0.23509535690148672,0.17665982722670218,0.26134345100985634,0.15018775380110438,0.2369940678278605,0.14531769829837582,0.22936941352155474,0.13306589841936964,0.22237110427684253,0.1212134644672086,0.2134025204512808,0.13030804444953234,0.20370061033301884,0.12043209805424455,0.2321512225187487,0.12362832375625267,0.2122697817782561,0.10219514603384688,0.23012693723042807,0.10813525840168513,0.30603670246071285,0.09156773159209686,0.22405537383423912,0.09379548004156427,0.20282613361875215,0.09753456553797933,0.22655148348874515
2,hyperbolic,Adam,cross,ganea,50,0.5,0.1,0.9485714285714286,0.9475218658892128,0.9495798319327731,0.9475218658892128,0.9495798319327731,0.9475218658892128,0.9495798319327731,0.766649824909017,0.7128674719068739,0.7005165340025213,0.7005836102697585,0.6900674647922758,0.6952585114373101,0.6827579563177084,0.6906095478269789,0.6699550649787807,0.6847474707497491,0.6406843805614906,0.6495413780212402,0.5810296207289153,0.5992773373921713,0.51358293128919,0.5742986599604288,0.44520404972607575,0.5027292668819427,0.3720244363516192,0.4201395975218879,0.31005550958687744,0.42287719746430713,0.25017552992588354,0.3456915269295375,0.2192333781077892,0.3482731812530094,0.20283028662581987,0.311475766201814,0.18116057301058044,0.3088219356205728,0.16535622291738475,0.2911609907944997,0.15980474330201933,0.2942209442456563,0.14375772048966795,0.3201567327810658,0.13508450600636912,0.267484575510025,0.14218103423526016,0.32022866275575423,0.12122680459030066,0.2544454154041078,0.11595618783767465,0.27034378548463184,0.11266025073260447,0.28283583621184033,0.11213420699291592,0.34564366274409825,0.11800779025011425,0.2543552741408348,0.1070697521908751,0.2613744255569246,0.0889069489144449,0.23977847438719538,0.09554310706503029,0.28820496549208957,0.08538762707546164,0.23179203934139675,0.07421417073405619,0.26050310250785613
4,euclidean,Adam,cross,ganea,30,0.5,0.1,0.9785714285714285,0.977645305514158,0.9794238683127572,1.0,0.9596774193548387,0.956268221574344,1.0,1.8059492503540426,1.1698415676752727,0.8683985215199145,0.8510276873906454,0.7128392122214353,0.7143609126408895,0.6419089338447475,0.6754458679093255,0.592740449724318,0.6130456195937263,0.5554600795613059,0.5948189894358317,0.4910017240651046,0.5288452737861209,0.430958940258509,0.4803178111712138,0.366857579803165,0.37539027134577435,0.30461706277690354,0.30366648236910504,0.24892388793486583,0.25302890439828235,0.20531147454358353,0.2217377225557963,0.1802447975813588,0.18290955076615015,0.16746655502651311,0.18188464641571045,0.1444719458305383,0.15485068990124595,0.13374118403166155,0.14507973939180374,0.12283583772899229,0.146959504733483,0.12214999193254905,0.12544310175710255,0.10904034373315075,0.12693726188606685,0.09494357103411155,0.1316110615928968,0.08766782828429832,0.11293096095323563,0.0817645283156558,0.10675046096245448,0.08634382858872414,0.09434622112247679,0.07209486587421049,0.10139112381471528,0.07590557441492624,0.09850422706868914,0.06225419283809164,0.08764662262466219,0.05900937981337686,0.0853780238992638,0.05153979493092887,0.08318261884980732,0.04964587230329649,0.08011512044403288,0.04752066739705167,0.08218210314710934
4,euclidean,Adam,cross,ganea,30,0.5,0.1,0.99,0.9896907216494846,0.9902912621359222,1.0,0.9807692307692307,0.9795918367346939,1.0,1.2751390051238145,0.765006767378913,0.7365038296844386,0.6855605840682983,0.6668257954754407,0.6592726839913262,0.622151078302649,0.5778482688797845,0.5633260528498059,0.5190416541364458,0.4446516478363472,0.3739049368434482,0.28112685604940485,0.2440769523382187,0.18307585184332692,0.18478902015421125,0.13600873805676836,0.15217578328318065,0.11354120863200742,0.1347218110329575,0.10177359149991712,0.12911483272910118,0.08875131965438023,0.11457961714930004,0.08009030087556265,0.10634936164650652,0.07102639079565488,0.11351986188027594,0.06960948999923995,0.10142282024025917,0.06186209314891809,0.0960924555030134,0.05710764218687634,0.08834917615685198,0.05307722483066064,0.09341336165865262,0.05133217127545725,0.08623289027147824,0.04756729939032959,0.08705230885081822,0.04715361620617818,0.08397150722642739,0.041887939153121244,0.08895196475916439,0.04029670713728742,0.07614129336757793,0.03796548329152261,0.08704364610215028,0.037732426466160936,0.07548308579458131,0.036789139102012675,0.08776632034116322,0.03642437626501616,0.07627369810102715,0.040108214804454694,0.08797638977153434,0.03461702436185147,0.08317693654033873,0.0297813502824099,0.07133762414256732
6,hyperbolic,Adam,cross,ganea,30,0.5,0.1,0.9885714285714285,0.988235294117647,0.9888888888888889,0.9970326409495549,0.9807162534435262,0.9795918367346939,0.9971988795518207,0.790527759473535,0.7267336712943183,0.7067858795576458,0.6904249588648478,0.6901506525051745,0.6744794514444139,0.6814510701577875,0.6735283732414246,0.6710034050518954,0.66482941309611,0.6581139851220047,0.6440980831782023,0.6436111210267755,0.6247699591848586,0.6183916707582111,0.5991664197709825,0.5616069322899927,0.5185858342382643,0.47998015978668307,0.40710315439436173,0.3696476862400393,0.3068246907658047,0.2546557249336303,0.1994783596860038,0.16065777262932138,0.14360066834423277,0.11780695621914501,0.12259139617284139,0.0763059124774948,0.07208297339578469,0.05128809769602516,0.06538836947745746,0.04732939249635497,0.04732058559440904,0.03149636736422588,0.049966297319365874,0.03846740504561723,0.0345203819581204,0.023477016783119004,0.02501434242973725,0.017031552647299403,0.05529244968460666,0.02491284345123398,0.03454684269511037,0.015989827481393194,0.03294859966263175,0.016771109223577985,0.01671877172258165,0.024989554030773572,0.023267611033386655,0.025755384315064626,0.01665861164737079,0.01800551653185364,0.018519703195326857,0.007250798365124796,0.04052380865646733,0.009284550362396279,0.010183231646402014,0.01435674570465484,0.014298775595509343
6,hyperbolic,Adam,cross,ganea,30,0.5,0.1,0.9957142857142857,0.9956076134699853,0.99581589958159,1.0,0.9916666666666667,0.9912536443148688,1.0,0.753394703321819,0.6994881762398614,0.6883510849143886,0.687995195388794,0.6781418942197969,0.6801754898495145,0.6483148313775847,0.641363693608178,0.5863171929045569,0.5654552115334405,0.471275810953937,0.4412814411852095,0.3120161457152306,0.25933262209097546,0.16765440651510335,0.14098268333408567,0.08482874845024906,0.081085664116674,0.050549275595459,0.0597807282788886,0.03653601363678522,0.07442576417492495,0.030728724242860002,0.03615508476893107,0.019495086042988528,0.031210105452272627,0.016432770138865786,0.03245224110368225,0.012587203314127047,0.031544184829625815,0.012906622563052592,0.03349616321631604,0.024390571724175462,0.026372227610813245,0.03817037663929447,0.16795353177520964,0.07239909168285659,0.07880915215031968,0.022108500841061904,0.019726410508155823,0.008240200623374763,0.01581052380303542,0.012719927329122077,0.010818110778927803,0.0069618720113288,0.012055276737858852,0.0038811157006605327,0.012910133719237315,0.0035688185672381823,0.010737433356957303,0.0024828545710873567,0.011309827652035488,0.0021641599102818136,0.011793642304837704,0.0018887808664312846,0.011893704119655821,0.0016710984069688976,0.0124990857568466,0.0015566669061155166,0.012256142140055696
8,euclidean,Adam,cross,ganea,10,0.5,0.1,0.96,0.9574468085106383,0.9622641509433962,1.0,0.9272727272727272,0.9183673469387755,1.0,3.1123107739641696,1.3041675024562411,1.0925500211836416,0.820907798078325,0.8505131443844566,0.7344008419248793,0.7707810235928886,0.7152545518345303,0.7342257356341881,0.702728099293179,0.7122350531288341,0.6913183530171713,0.6943166686009757,0.6721825467215644,0.6851909432230117,0.6621772713131375,0.6642116074320636,0.6389738652441237,0.6327629240253304,0.5951298607720269,0.5753844716126406,0.52961841556761,0.5068979425520836,0.4568326969941457,0.4161478729942177,0.38002849949730766,0.3386275400466557,0.3287387291590373,0.2776755928238736,0.24367965095573002,0.22551627174208436,0.21883036030663383,0.19559699070604541,0.18753003742959765,0.17055323785996135,0.1669638098941909,0.1559176521399353,0.16326050129201677,0.14398580572650402,0.15779108140203688,0.13477758799172654,0.14202898699376318,0.12651124412689027,0.125316907134321,0.11240082932046697,0.12515386193990707,0.1112876921137677,0.12028087510002984,0.10434328111572357,0.10875582570830981,0.10549107618346999,0.10888052483399709,0.09774849771321574,0.10599713193045722,0.08988765332423433,0.13947442339526284,0.0924241126432449,0.09857058773438136,0.0814134091657551,0.11386435230573018
8,euclidean,Adam,cross,ganea,10,0.5,0.1,0.9285714285714286,0.923076923076923,0.9333333333333333,0.9771986970684039,0.8905852417302799,0.8746355685131195,0.9803921568627451,2.0978515646125695,1.1745191017786663,0.9512785552423212,0.8447348276774088,0.7867695130879366,0.839629782570733,0.7660005198249334,0.8471119205156962,0.7261383027970036,0.7424163553449843,0.716965070253686,0.7499751448631287,0.7396158334575121,0.7330089807510376,0.7091167033473148,0.7804248664114211,0.7438308143917518,0.807805511686537,0.7234963450250746,0.7330123583475748,0.7202939383591278,0.7285905679066976,0.7029634812210179,0.7120728029145135,0.6984198131138766,0.7039126488897536,0.6233102056799056,0.5880206359757317,0.49191055682641044,0.47351662980185616,0.3929966867347307,0.38949598868687946,0.3459798284346544,0.39487239718437195,0.3229267946149729,0.34363120463159347,0.30620508933369117,0.3210211131307814,0.2792625336707393,0.28647932906945545,0.27005063676381413,0.2777041643857956,0.25690253937168966,0.27410470445950824,0.2533781226677231,0.24719633162021637,0.24689626391929917,0.25632325145933366,0.22629435615071766,0.2491386118862364,0.23830703278131124,0.26283851597044205,0.22810501312907738,0.24483002308342192,0.19435308835928952,0.2055864714913898,0.19962648500370073,0.21770241028732723,0.18137703232372862,0.19445731821987364
